"","id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"7080",1458410,7734770,"Christina","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4950866659506,13.4245481982749,"Private room",50,7,0,NA,NA,1,0
"7081",13910233,71388813,"Kadin","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4920769609323,13.4397782100739,"Entire home/apt",50,3,13,2017-04-16,1.29,1,0
"7082",3948713,20465485,"Johanna","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4969566420012,13.4347350848841,"Entire home/apt",53,3,71,2017-02-19,2.19,1,8
"7083",1247590,11015,"Josaiah","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.497089398043,13.4368624270633,"Private room",49,1,181,2017-05-02,3.87,1,103
"7084",8140711,25469470,"Maja","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4978868811042,13.4404735595512,"Private room",38,3,2,2017-04-18,0.1,1,0
"7085",11765999,5218012,"Il Faro Blu","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4991156554458,13.4456338227569,"Private room",36,3,27,2017-04-17,2.4,2,124
"7086",198887,339789,"Anna Is","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4945443904338,13.4282239435567,"Entire home/apt",95,4,16,2014-09-05,0.23,1,328
"7087",3814770,19614775,"Emre","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.496778250211,13.4223359635377,"Private room",40,1,0,NA,NA,1,0
"7088",4471948,16846460,"Mio","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4943322881657,13.4318865427098,"Private room",36,1,10,2016-12-31,1.1,2,327
"7089",17120357,53402616,"Sivine","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4981479148267,13.425768619244,"Entire home/apt",40,22,0,NA,NA,1,128
"7090",1457197,7814818,"Sarah","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4938541476011,13.4344119769085,"Private room",25,1,15,2016-12-12,0.45,1,31
"7091",17085587,97902707,"Kevin","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4930701995058,13.4373132470478,"Entire home/apt",140,3,0,NA,NA,12,360
"7092",17644384,118178824,"Sascha","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4956493960329,13.4231591011833,"Private room",48,3,2,2017-05-01,1.87,3,62
"7093",8010292,9048695,"Judith","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4994525401894,13.4384859368106,"Entire home/apt",75,5,3,2016-12-27,0.15,1,0
"7094",3815863,6497283,"Sebastian","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.498642240693,13.4403203922914,"Private room",40,4,7,2016-09-14,0.24,1,0
"7095",11416340,6115286,"Joana","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4935690354376,13.4416987372444,"Entire home/apt",103,60,8,2017-04-18,0.59,1,0
"7096",17969678,21517928,"Frank","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4942210881041,13.4379627422078,"Entire home/apt",100,2,1,2017-05-01,1,1,38
"7097",14365073,2934626,"Haelan","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4979720577996,13.4250769616192,"Private room",40,3,1,2016-08-15,0.11,1,137
"7098",274798,404149,"Gernot","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.5007493663576,13.445464426555,"Private room",40,3,52,2015-10-26,0.89,2,358
"7099",603252,944791,"Franz","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4972535812774,13.4348610391492,"Entire home/apt",79,4,40,2017-04-30,0.69,1,58
"7100",9778815,15840101,"Anne And Mark","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4983031000361,13.4415839069388,"Private room",37,1,0,NA,NA,4,362
"7101",14233505,60530735,"Ivy","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4993269241216,13.4407384412071,"Private room",45,3,35,2017-04-17,3.74,2,5
"7102",5128714,16846460,"Mio","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4944975090048,13.4304083379354,"Private room",27,1,2,2017-04-30,1.25,2,271
"7103",11350967,31469216,"Igla","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4961571040041,13.4448332293662,"Private room",18,3,28,2017-04-30,3.16,1,1
"7104",7091063,37166990,"Thea","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4965968678009,13.4399471285913,"Private room",20,1,4,2015-08-24,0.18,1,0
"7105",17085239,97902707,"Kevin","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4923322729068,13.4363294401714,"Entire home/apt",140,3,0,NA,NA,12,344
"7106",2634457,13488930,"Ben Jefferson Luciana","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4999394982073,13.440670401073,"Private room",49,1,18,2017-03-14,0.48,2,302
"7107",207879,1023196,"Steffen","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4937496828188,13.4392669212629,"Private room",35,14,21,2016-05-17,0.31,1,307
"7108",7407418,2600628,"Benjamin","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4976580550747,13.4378036436527,"Entire home/apt",55,3,4,2016-01-03,0.18,1,0
"7109",16025324,70295281,"Janet","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4985745734496,13.437868883362,"Entire home/apt",75,3,3,2017-04-18,0.55,1,0
"7110",862555,4521623,"Mikal","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4950242697789,13.4273930468232,"Entire home/apt",55,2,36,2017-04-17,2.19,1,195
"7111",1912139,9920232,"Jan","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4963149804053,13.429171798441,"Private room",60,3,1,2014-01-03,0.02,1,0
"7112",14232868,86494252,"Jenny","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4942865822097,13.4374025683902,"Entire home/apt",50,7,0,NA,NA,1,0
"7113",16198219,20568107,"Philipp","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4932362527542,13.4378889719221,"Private room",40,3,1,2017-04-10,0.19,2,24
"7114",16065123,6199997,"Clara","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4988403794966,13.4374186106669,"Entire home/apt",70,14,1,2017-01-05,0.24,1,0
"7115",5843088,8475953,"Lacy","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4943810324433,13.4317692697001,"Entire home/apt",120,2,12,2017-03-12,0.54,1,127
"7116",6432174,20438711,"Francisco","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4982922828915,13.4250201483674,"Private room",16,7,3,2015-11-27,0.15,1,0
"7117",5971282,27354410,"Sabine","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4964813167836,13.4455953445279,"Entire home/apt",93,1,4,2015-09-15,0.18,1,4
"7118",10237232,52615498,"Samo","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.497672712283,13.4389067891929,"Private room",21,3,6,2016-07-27,0.41,1,0
"7119",8395897,16330920,"Johannes","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4996862435687,13.4456225398307,"Entire home/apt",98,4,4,2017-04-18,0.24,1,344
"7120",16523529,423902,"Sean&Michi","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4954344170305,13.4295655697357,"Private room",35,1,19,2017-05-05,5.7,2,292
"7121",14620445,90754705,"Stefanie","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4937796868434,13.4396337153424,"Private room",35,1,2,2017-01-19,0.24,2,341
"7122",5265706,13805800,"Judith Shyambala","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4996921319687,13.441116819535,"Private room",35,2,19,2017-04-17,0.78,1,337
"7123",13833700,76091841,"Alexander","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4955269883067,13.4252503687241,"Private room",25,14,1,2016-07-25,0.1,1,0
"7124",1906067,9893269,"Can","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4980970542839,13.4250628694128,"Private room",74,1,0,NA,NA,1,365
"7125",9704842,50110974,"Cecilia","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4950055220739,13.4376154355439,"Entire home/apt",26,2,1,2016-01-15,0.06,1,0
"7126",7738754,15591197,"Sebastian","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4980315859149,13.4251474742878,"Private room",32,2,12,2015-11-01,0.58,1,0
"7127",9114842,13417592,"Rox","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4990781972063,13.4338058022246,"Entire home/apt",60,1,1,2015-11-29,0.06,1,0
"7128",10033158,51505587,"Borja","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4944313203654,13.4312036363049,"Private room",32,1,2,2016-01-03,0.12,1,0
"7129",16979933,28490863,"Joseph","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4964581567398,13.4387530353383,"Private room",80,3,0,NA,NA,1,83
"7130",15882571,11326155,"George","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4976554526599,13.4235269662444,"Private room",29,4,12,2017-04-29,2.18,1,16
"7131",265543,596107,"Andrew","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4995916525607,13.4381100100252,"Private room",40,3,144,2017-05-01,2.36,1,13
"7132",5181955,24229964,"Tory","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4945810992999,13.4400195972387,"Private room",55,1,34,2017-05-01,1.39,2,151
"7133",18119459,3419460,"Miriam","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4964741212776,13.4229126286415,"Private room",40,5,0,NA,NA,1,3
"7134",14920046,4614436,".•°*”˜At Home˜”*°•.","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4982921375318,13.425585977316,"Private room",203,1,2,2017-05-01,2,4,341
"7135",9376064,1528848,"Susanne","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4988270892081,13.446581689504,"Private room",16,1,63,2017-04-27,3.47,2,89
